"helper","receiver","helper.sex","helper.type","receiver.sex","kinship","help.rate","dyad","reciprocal.dyad","udyad","reciprocal.help.rate"
"BB-4337","BB-0169","M","Other Male","F",0,0.0105952380952381,"BB-4337-->BB-0169","BB-0169-->BB-4337","BB-0169_BB-4337",0.00555555555555555
"BB-4337","BB-4351","M","Other Male","F",0,0,"BB-4337-->BB-4351","BB-4351-->BB-4337","BB-4337_BB-4351",0.0133838383838384
"BB-4337","BB-9364","M","Other Male","F",0,0,"BB-4337-->BB-9364","BB-9364-->BB-4337","BB-4337_BB-9364",NA
"BB-4337","BB-9460","M","Other Male","F",0,0,"BB-4337-->BB-9460","BB-9460-->BB-4337","BB-4337_BB-9460",NA
"BB-4340","B-40917","F","Immigrant Female","F",0.2442,0,"BB-4340-->B-40917","B-40917-->BB-4340","B-40917_BB-4340",NA
"BB-4340","B-40918","F","Immigrant Female","F",-0.0644,0,"BB-4340-->B-40918","B-40918-->BB-4340","B-40918_BB-4340",NA
"BB-4340","B-40938","F","Immigrant Female","F",-0.1995,0,"BB-4340-->B-40938","B-40938-->BB-4340","B-40938_BB-4340",NA
"BB-4340","B-41246","F","Immigrant Female","F",0.1779,0,"BB-4340-->B-41246","B-41246-->BB-4340","B-41246_BB-4340",NA
"BB-4340","B-41360","F","Immigrant Female","F",-0.0555,0,"BB-4340-->B-41360","B-41360-->BB-4340","B-41360_BB-4340",NA
"BB-4340","BB-0186","F","Immigrant Female","F",-0.0324,0,"BB-4340-->BB-0186","BB-0186-->BB-4340","BB-0186_BB-4340",NA
"BB-4340","BB-4202","F","Immigrant Female","F",-0.1707,0,"BB-4340-->BB-4202","BB-4202-->BB-4340","BB-4202_BB-4340",NA
"BB-4340","BB-4205","F","Immigrant Female","F",0.1779,0,"BB-4340-->BB-4205","BB-4205-->BB-4340","BB-4205_BB-4340",NA
"BB-4340","BB-4258","F","Immigrant Female","F",0.1103,0,"BB-4340-->BB-4258","BB-4258-->BB-4340","BB-4258_BB-4340",NA
"BB-4340","BB-6659","F","Immigrant Female","F",-0.3046,0,"BB-4340-->BB-6659","BB-6659-->BB-4340","BB-4340_BB-6659",NA
"BB-4341","B-41245","M","Immigrant Male","F",0.119,0.0130952380952381,"BB-4341-->B-41245","B-41245-->BB-4341","B-41245_BB-4341",NA
"BB-4341","B-41362","M","Immigrant Male","F",-0.0922,0,"BB-4341-->B-41362","B-41362-->BB-4341","B-41362_BB-4341",NA
"BB-4341","BB-4239","M","Immigrant Male","F",-0.0691,0.0482142857142857,"BB-4341-->BB-4239","BB-4239-->BB-4341","BB-4239_BB-4341",NA
"BB-4341","BB-4355","M","Immigrant Male","F",-0.19,0,"BB-4341-->BB-4355","BB-4355-->BB-4341","BB-4341_BB-4355",NA
"BB-4341","BB-6625","M","Immigrant Male","F",0.254,0,"BB-4341-->BB-6625","BB-6625-->BB-4341","BB-4341_BB-6625",NA
"BB-4341","BB-6629","M","Immigrant Male","F",0.0388,0,"BB-4341-->BB-6629","BB-6629-->BB-4341","BB-4341_BB-6629",NA
"BB-4341","BB-6633","M","Immigrant Male","F",0.0243,0.00666666666666667,"BB-4341-->BB-6633","BB-6633-->BB-4341","BB-4341_BB-6633",NA
"BB-4341","BB-6681","M","Immigrant Male","F",0.2469,0,"BB-4341-->BB-6681","BB-6681-->BB-4341","BB-4341_BB-6681",NA
"BB-4341","BB-9333","M","Immigrant Male","F",-0.1081,0,"BB-4341-->BB-9333","BB-9333-->BB-4341","BB-4341_BB-9333",NA
"BB-4341","BB-9363","M","Immigrant Male","F",0.1701,0,"BB-4341-->BB-9363","BB-9363-->BB-4341","BB-4341_BB-9363",NA
"BB-4341","BB-9456","M","Immigrant Male","F",-0.3446,0,"BB-4341-->BB-9456","BB-9456-->BB-4341","BB-4341_BB-9456",NA
"BB-4341","BB-9521","M","Immigrant Male","F",0.2971,0,"BB-4341-->BB-9521","BB-9521-->BB-4341","BB-4341_BB-9521",NA
"BB-4342","B-41245","M","Immigrant Male","F",0.1266,0.0523809523809524,"BB-4342-->B-41245","B-41245-->BB-4342","B-41245_BB-4342",0
"BB-4342","B-41362","M","Immigrant Male","F",-0.1619,0.0416666666666667,"BB-4342-->B-41362","B-41362-->BB-4342","B-41362_BB-4342",0
"BB-4342","BB-4239","M","Immigrant Male","F",0.285,0.0553571428571429,"BB-4342-->BB-4239","BB-4239-->BB-4342","BB-4239_BB-4342",0
"BB-4342","BB-4355","M","Immigrant Male","F",-0.2017,0.0291666666666667,"BB-4342-->BB-4355","BB-4355-->BB-4342","BB-4342_BB-4355",NA
"BB-4342","BB-6625","M","Immigrant Male","F",-0.1922,0,"BB-4342-->BB-6625","BB-6625-->BB-4342","BB-4342_BB-6625",NA
"BB-4342","BB-6629","M","Immigrant Male","F",-0.0858,0.0283333333333333,"BB-4342-->BB-6629","BB-6629-->BB-4342","BB-4342_BB-6629",0.0458333333333333
"BB-4342","BB-6633","M","Immigrant Male","F",0.2555,0.0366666666666667,"BB-4342-->BB-6633","BB-6633-->BB-4342","BB-4342_BB-6633",0
"BB-4342","BB-6681","M","Immigrant Male","F",-0.1363,0,"BB-4342-->BB-6681","BB-6681-->BB-4342","BB-4342_BB-6681",0
"BB-4342","BB-9363","M","Immigrant Male","F",-0.2593,1,"BB-4342-->BB-9363","BB-9363-->BB-4342","BB-4342_BB-9363",NA
"BB-4342","BB-9456","M","Immigrant Male","F",-0.1168,0.0708333333333333,"BB-4342-->BB-9456","BB-9456-->BB-4342","BB-4342_BB-9456",NA
"BB-4343","B-41245","F","Immigrant Female","F",-0.0098,0.0702380952380952,"BB-4343-->B-41245","B-41245-->BB-4343","B-41245_BB-4343",NA
"BB-4343","B-41362","F","Immigrant Female","F",-0.4122,0,"BB-4343-->B-41362","B-41362-->BB-4343","B-41362_BB-4343",NA
"BB-4343","BB-4239","F","Immigrant Female","F",0.0941,0.0200801749271137,"BB-4343-->BB-4239","BB-4239-->BB-4343","BB-4239_BB-4343",NA
"BB-4343","BB-4355","F","Immigrant Female","F",-0.2455,0,"BB-4343-->BB-4355","BB-4355-->BB-4343","BB-4343_BB-4355",NA
"BB-4343","BB-6625","F","Immigrant Female","F",0.0559,0,"BB-4343-->BB-6625","BB-6625-->BB-4343","BB-4343_BB-6625",NA
"BB-4343","BB-6629","F","Immigrant Female","F",-0.1865,0,"BB-4343-->BB-6629","BB-6629-->BB-4343","BB-4343_BB-6629",NA
"BB-4343","BB-6633","F","Immigrant Female","F",-0.0539,0.0266666666666667,"BB-4343-->BB-6633","BB-6633-->BB-4343","BB-4343_BB-6633",NA
"BB-4343","BB-6681","F","Immigrant Female","F",-0.1062,0,"BB-4343-->BB-6681","BB-6681-->BB-4343","BB-4343_BB-6681",NA
"BB-4343","BB-9363","F","Immigrant Female","F",-0.1682,0,"BB-4343-->BB-9363","BB-9363-->BB-4343","BB-4343_BB-9363",NA
"BB-4343","BB-9456","F","Immigrant Female","F",-0.082,0,"BB-4343-->BB-9456","BB-9456-->BB-4343","BB-4343_BB-9456",NA
"BB-4344","B-41245","M","Immigrant Male","F",-0.0462,0,"BB-4344-->B-41245","B-41245-->BB-4344","B-41245_BB-4344",0
"BB-4344","BB-11926","M","Immigrant Male","F",-0.2413,0,"BB-4344-->BB-11926","BB-11926-->BB-4344","BB-11926_BB-4344",NA
"BB-4344","BB-11936","M","Immigrant Male","F",-0.2223,0,"BB-4344-->BB-11936","BB-11936-->BB-4344","BB-11936_BB-4344",NA
"BB-4344","BB-11949","M","Immigrant Male","F",-0.0132,0,"BB-4344-->BB-11949","BB-11949-->BB-4344","BB-11949_BB-4344",NA
"BB-4344","BB-11972","M","Immigrant Male","F",-0.4849,0,"BB-4344-->BB-11972","BB-11972-->BB-4344","BB-11972_BB-4344",NA
"BB-4344","BB-11976","M","Immigrant Male","F",-0.1846,0.0375,"BB-4344-->BB-11976","BB-11976-->BB-4344","BB-11976_BB-4344",NA
"BB-4344","BB-4239","M","Immigrant Male","F",0.6217,0.0214042759961127,"BB-4344-->BB-4239","BB-4239-->BB-4344","BB-4239_BB-4344",0
"BB-4344","BB-4355","M","Immigrant Male","F",-0.2808,0.00238095238095238,"BB-4344-->BB-4355","BB-4355-->BB-4344","BB-4344_BB-4355",NA
"BB-4344","BB-6625","M","Immigrant Male","F",-0.1994,0,"BB-4344-->BB-6625","BB-6625-->BB-4344","BB-4344_BB-6625",0
"BB-4344","BB-6629","M","Immigrant Male","F",-0.086,0,"BB-4344-->BB-6629","BB-6629-->BB-4344","BB-4344_BB-6629",0
"BB-4344","BB-6633","M","Immigrant Male","F",0.1534,0.00333333333333333,"BB-4344-->BB-6633","BB-6633-->BB-4344","BB-4344_BB-6633",0.00185185185185185
"BB-4344","BB-6681","M","Immigrant Male","F",-0.2592,0,"BB-4344-->BB-6681","BB-6681-->BB-4344","BB-4344_BB-6681",0
"BB-4344","BB-9319","M","Immigrant Male","F",-0.267,0.135416666666667,"BB-4344-->BB-9319","BB-9319-->BB-4344","BB-4344_BB-9319",0
"BB-4344","BB-9333","M","Immigrant Male","F",-0.1816,0.00833333333333333,"BB-4344-->BB-9333","BB-9333-->BB-4344","BB-4344_BB-9333",NA
"BB-4344","BB-9334","M","Immigrant Male","F",0.0941,0,"BB-4344-->BB-9334","BB-9334-->BB-4344","BB-4344_BB-9334",0
"BB-4344","BB-9363","M","Immigrant Male","F",-0.2034,0,"BB-4344-->BB-9363","BB-9363-->BB-4344","BB-4344_BB-9363",NA
"BB-4344","BB-9456","M","Immigrant Male","F",0.2102,0,"BB-4344-->BB-9456","BB-9456-->BB-4344","BB-4344_BB-9456",NA
"BB-4344","BB-9521","M","Immigrant Male","F",0.0351,0,"BB-4344-->BB-9521","BB-9521-->BB-4344","BB-4344_BB-9521",NA
"BB-4344","BB-9533","M","Immigrant Male","F",-0.2353,0.108333333333333,"BB-4344-->BB-9533","BB-9533-->BB-4344","BB-4344_BB-9533",NA
"BB-4345","BB-4237","F","Immigrant Female","F",-0.1642,0,"BB-4345-->BB-4237","BB-4237-->BB-4345","BB-4237_BB-4345",NA
"BB-4345","BB-4242","F","Immigrant Female","F",0.2735,0.0133333333333333,"BB-4345-->BB-4242","BB-4242-->BB-4345","BB-4242_BB-4345",NA
"BB-4346","B-41250","M","Other Male","F",0,0,"BB-4346-->B-41250","B-41250-->BB-4346","B-41250_BB-4346",NA
"BB-4346","B-41251","M","Other Male","F",0,0.0861111111111111,"BB-4346-->B-41251","B-41251-->BB-4346","B-41251_BB-4346",0
"BB-4346","BB-4277","M","Other Male","F",0,0,"BB-4346-->BB-4277","BB-4277-->BB-4346","BB-4277_BB-4346",0.00252525252525253
"BB-4347","B-41283","F","Immigrant Female","F",0.6514,0,"BB-4347-->B-41283","B-41283-->BB-4347","B-41283_BB-4347",NA
"BB-4347","B-41366","F","Immigrant Female","F",0.1916,0,"BB-4347-->B-41366","B-41366-->BB-4347","B-41366_BB-4347",0
"BB-4347","BB-4212","F","Immigrant Female","F",0.238,0,"BB-4347-->BB-4212","BB-4212-->BB-4347","BB-4212_BB-4347",0
"BB-4347","BB-4269","F","Immigrant Female","F",0.089,0,"BB-4347-->BB-4269","BB-4269-->BB-4347","BB-4269_BB-4347",0
"BB-4347","BB-6743","F","Immigrant Female","F",-0.0505,0,"BB-4347-->BB-6743","BB-6743-->BB-4347","BB-4347_BB-6743",NA
"BB-4347","BB-6796","F","Immigrant Female","F",-0.2061,0,"BB-4347-->BB-6796","BB-6796-->BB-4347","BB-4347_BB-6796",NA
"BB-4347","BB-9486","F","Immigrant Female","F",0.0951,0,"BB-4347-->BB-9486","BB-9486-->BB-4347","BB-4347_BB-9486",NA
"BB-4347","BB-9487","F","Immigrant Female","F",0.159,0,"BB-4347-->BB-9487","BB-9487-->BB-4347","BB-4347_BB-9487",NA
"BB-4348","B-41247","M","Resident Male","F",0,0.0131313131313131,"BB-4348-->B-41247","B-41247-->BB-4348","B-41247_BB-4348",NA
"BB-4348","BB-4212","M","Resident Male","F",0,0,"BB-4348-->BB-4212","BB-4212-->BB-4348","BB-4212_BB-4348",0
"BB-4348","BB-4269","M","Resident Male","F",0.5,0.0166666666666667,"BB-4348-->BB-4269","BB-4269-->BB-4348","BB-4269_BB-4348",NA
"BB-4348","BB-4276","M","Resident Male","F",0,0,"BB-4348-->BB-4276","BB-4276-->BB-4348","BB-4276_BB-4348",NA
"BB-4348","BB-6743","M","Resident Male","F",0,0,"BB-4348-->BB-6743","BB-6743-->BB-4348","BB-4348_BB-6743",0.00833333333333333
"BB-4348","BB-6796","M","Resident Male","F",0,0,"BB-4348-->BB-6796","BB-6796-->BB-4348","BB-4348_BB-6796",0
"BB-4348","BB-9424","M","Resident Male","F",0,0,"BB-4348-->BB-9424","BB-9424-->BB-4348","BB-4348_BB-9424",NA
"BB-4348","BB-9486","M","Resident Male","F",0,0.0333333333333333,"BB-4348-->BB-9486","BB-9486-->BB-4348","BB-4348_BB-9486",NA
"BB-4348","BB-9487","M","Resident Male","F",0,0,"BB-4348-->BB-9487","BB-9487-->BB-4348","BB-4348_BB-9487",NA
"BB-4350","B-40955","F","Other Female","F",0,0,"BB-4350-->B-40955","B-40955-->BB-4350","B-40955_BB-4350",NA
"BB-4350","BB-0169","F","Other Female","F",0,0,"BB-4350-->BB-0169","BB-0169-->BB-4350","BB-0169_BB-4350",NA
"BB-4350","BB-4336","F","Other Female","F",0,0.0740740740740741,"BB-4350-->BB-4336","BB-4336-->BB-4350","BB-4336_BB-4350",NA
"BB-4350","BB-4351","F","Other Female","F",0,0,"BB-4350-->BB-4351","BB-4351-->BB-4350","BB-4350_BB-4351",NA
"BB-4350","BB-9364","F","Other Female","F",0,0,"BB-4350-->BB-9364","BB-9364-->BB-4350","BB-4350_BB-9364",NA
"BB-4350","BB-9460","F","Other Female","F",0,0,"BB-4350-->BB-9460","BB-9460-->BB-4350","BB-4350_BB-9460",NA
"BB-4351","B-40955","F","Immigrant Female","F",-0.0086,0,"BB-4351-->B-40955","B-40955-->BB-4351","B-40955_BB-4351",0
"BB-4351","BB-0169","F","Immigrant Female","F",0.1074,0,"BB-4351-->BB-0169","BB-0169-->BB-4351","BB-0169_BB-4351",0
"BB-4351","BB-4336","F","Immigrant Female","F",0.5175,0.0490740740740741,"BB-4351-->BB-4336","BB-4336-->BB-4351","BB-4336_BB-4351",0
"BB-4352","BB-0169","M","Other Male","F",0,0,"BB-4352-->BB-0169","BB-0169-->BB-4352","BB-0169_BB-4352",NA
"BB-4352","BB-4336","M","Other Male","F",0.5,0.00555555555555555,"BB-4352-->BB-4336","BB-4336-->BB-4352","BB-4336_BB-4352",NA
"BB-4352","BB-4351","M","Other Male","F",0,0,"BB-4352-->BB-4351","BB-4351-->BB-4352","BB-4351_BB-4352",NA
"BB-4354","BB-0169","M","Immigrant Male","F",-0.1351,0,"BB-4354-->BB-0169","BB-0169-->BB-4354","BB-0169_BB-4354",0
"BB-4354","BB-4336","M","Immigrant Male","F",-0.064,0.0601851851851852,"BB-4354-->BB-4336","BB-4336-->BB-4354","BB-4336_BB-4354",0
"BB-4355","B-41245","F","Immigrant Female","F",-0.3021,0.0401360544217687,"BB-4355-->B-41245","B-41245-->BB-4355","B-41245_BB-4355",NA
"BB-4355","BB-4239","F","Immigrant Female","F",-0.1266,0.00833333333333333,"BB-4355-->BB-4239","BB-4239-->BB-4355","BB-4239_BB-4355",0
"BB-4355","BB-6633","F","Immigrant Female","F",-0.2097,0,"BB-4355-->BB-6633","BB-6633-->BB-4355","BB-4355_BB-6633",0
"BB-4356","B-41245","F","Immigrant Female","F",-0.1205,0,"BB-4356-->B-41245","B-41245-->BB-4356","B-41245_BB-4356",NA
"BB-4356","B-41362","F","Immigrant Female","F",-0.2515,0,"BB-4356-->B-41362","B-41362-->BB-4356","B-41362_BB-4356",NA
"BB-4356","BB-4239","F","Immigrant Female","F",0.2344,0.0702380952380952,"BB-4356-->BB-4239","BB-4239-->BB-4356","BB-4239_BB-4356",NA
"BB-4356","BB-4355","F","Immigrant Female","F",-0.5142,0,"BB-4356-->BB-4355","BB-4355-->BB-4356","BB-4355_BB-4356",NA
"BB-4356","BB-6625","F","Immigrant Female","F",-0.1438,0,"BB-4356-->BB-6625","BB-6625-->BB-4356","BB-4356_BB-6625",NA
"BB-4356","BB-6629","F","Immigrant Female","F",-0.1686,0,"BB-4356-->BB-6629","BB-6629-->BB-4356","BB-4356_BB-6629",NA
"BB-4356","BB-6633","F","Immigrant Female","F",0.0215,0,"BB-4356-->BB-6633","BB-6633-->BB-4356","BB-4356_BB-6633",NA
"BB-4356","BB-6681","F","Immigrant Female","F",0.0298,0,"BB-4356-->BB-6681","BB-6681-->BB-4356","BB-4356_BB-6681",NA
"BB-4357","B-41245","M","Immigrant Male","F",0.1032,0.070578231292517,"BB-4357-->B-41245","B-41245-->BB-4357","B-41245_BB-4357",0
"BB-4357","B-41362","M","Immigrant Male","F",-0.0635,0,"BB-4357-->B-41362","B-41362-->BB-4357","B-41362_BB-4357",NA
"BB-4357","BB-17308","M","Immigrant Male","F",-0.3328,0,"BB-4357-->BB-17308","BB-17308-->BB-4357","BB-17308_BB-4357",NA
"BB-4357","BB-4239","M","Immigrant Male","F",0.0818,0.0782555879494655,"BB-4357-->BB-4239","BB-4239-->BB-4357","BB-4239_BB-4357",NA
"BB-4357","BB-4355","M","Immigrant Male","F",-0.2387,0,"BB-4357-->BB-4355","BB-4355-->BB-4357","BB-4355_BB-4357",NA
"BB-4357","BB-6625","M","Immigrant Male","F",-0.2285,0.00208333333333333,"BB-4357-->BB-6625","BB-6625-->BB-4357","BB-4357_BB-6625",0
"BB-4357","BB-6629","M","Immigrant Male","F",0.0138,0.00625,"BB-4357-->BB-6629","BB-6629-->BB-4357","BB-4357_BB-6629",0
"BB-4357","BB-6633","M","Immigrant Male","F",-0.058,0.0433333333333333,"BB-4357-->BB-6633","BB-6633-->BB-4357","BB-4357_BB-6633",0
"BB-4357","BB-6681","M","Immigrant Male","F",-0.0493,0,"BB-4357-->BB-6681","BB-6681-->BB-4357","BB-4357_BB-6681",NA
"BB-4357","BB-7518","M","Immigrant Male","F",-0.0363,0,"BB-4357-->BB-7518","BB-7518-->BB-4357","BB-4357_BB-7518",NA
"BB-4357","BB-9319","M","Immigrant Male","F",-0.1142,0.0416666666666667,"BB-4357-->BB-9319","BB-9319-->BB-4357","BB-4357_BB-9319",NA
"BB-4357","BB-9333","M","Immigrant Male","F",0.0453,0.00166666666666667,"BB-4357-->BB-9333","BB-9333-->BB-4357","BB-4357_BB-9333",0.133333333333333
"BB-4357","BB-9521","M","Immigrant Male","F",0.0035,0,"BB-4357-->BB-9521","BB-9521-->BB-4357","BB-4357_BB-9521",NA
"BB-4358","BB-4239","F","Resident Female","F",0,0,"BB-4358-->BB-4239","BB-4239-->BB-4358","BB-4239_BB-4358",NA
"BB-4358","BB-4256","F","Resident Female","F",0,0.0583333333333333,"BB-4358-->BB-4256","BB-4256-->BB-4358","BB-4256_BB-4358",NA
"BB-4358","BB-4258","F","Resident Female","F",0.5,0.0114583333333333,"BB-4358-->BB-4258","BB-4258-->BB-4358","BB-4258_BB-4358",NA
"BB-4359","BB-4239","F","Resident Female","F",0,0.0833333333333333,"BB-4359-->BB-4239","BB-4239-->BB-4359","BB-4239_BB-4359",NA
"BB-4359","BB-4256","F","Resident Female","F",0,0.0844444444444444,"BB-4359-->BB-4256","BB-4256-->BB-4359","BB-4256_BB-4359",NA
"BB-4359","BB-4258","F","Resident Female","F",0.5,0.0767361111111111,"BB-4359-->BB-4258","BB-4258-->BB-4359","BB-4258_BB-4359",NA
"BB-4360","B-41240","F","Resident Female","F",0,0.0566666666666667,"BB-4360-->B-41240","B-41240-->BB-4360","B-41240_BB-4360",NA
"BB-4360","B-41263","F","Resident Female","F",0,0.0277777777777778,"BB-4360-->B-41263","B-41263-->BB-4360","B-41263_BB-4360",NA
"BB-4360","B-41268","F","Resident Female","F",0,0,"BB-4360-->B-41268","B-41268-->BB-4360","B-41268_BB-4360",NA
"BB-4360","B-41374","F","Resident Female","F",0,0.0194444444444444,"BB-4360-->B-41374","B-41374-->BB-4360","B-41374_BB-4360",NA
"BB-4360","BB-4224","F","Resident Female","F",0,0,"BB-4360-->BB-4224","BB-4224-->BB-4360","BB-4224_BB-4360",NA
"BB-4360","BB-4237","F","Resident Female","F",0,0.00707070707070707,"BB-4360-->BB-4237","BB-4237-->BB-4360","BB-4237_BB-4360",NA
"BB-4360","BB-4242","F","Resident Female","F",0.5,0.0638888888888889,"BB-4360-->BB-4242","BB-4242-->BB-4360","BB-4242_BB-4360",NA
"BB-4360","BB-4258","F","Resident Female","F",0,0,"BB-4360-->BB-4258","BB-4258-->BB-4360","BB-4258_BB-4360",NA
"BB-4361","B-41239","M","Resident Male","F",0,0,"BB-4361-->B-41239","B-41239-->BB-4361","B-41239_BB-4361",0
"BB-4361","B-41240","M","Resident Male","F",0,0,"BB-4361-->B-41240","B-41240-->BB-4361","B-41240_BB-4361",0
"BB-4361","BB-11932","M","Resident Male","F",0,0,"BB-4361-->BB-11932","BB-11932-->BB-4361","BB-11932_BB-4361",NA
"BB-4361","BB-4239","M","Resident Male","F",0,0,"BB-4361-->BB-4239","BB-4239-->BB-4361","BB-4239_BB-4361",NA
"BB-4361","BB-4256","M","Resident Male","F",0,0,"BB-4361-->BB-4256","BB-4256-->BB-4361","BB-4256_BB-4361",NA
"BB-4361","BB-4258","M","Resident Male","F",0.5,0.0313888888888889,"BB-4361-->BB-4258","BB-4258-->BB-4361","BB-4258_BB-4361",0
"BB-4361","BB-4365","M","Resident Male","F",0,0,"BB-4361-->BB-4365","BB-4365-->BB-4361","BB-4361_BB-4365",0
"BB-4361","BB-9320","M","Resident Male","F",0,0,"BB-4361-->BB-9320","BB-9320-->BB-4361","BB-4361_BB-9320",0
"BB-4362","BB-4239","F","Resident Female","F",0,0,"BB-4362-->BB-4239","BB-4239-->BB-4362","BB-4239_BB-4362",NA
"BB-4362","BB-4256","F","Resident Female","F",0,0.0904513888888889,"BB-4362-->BB-4256","BB-4256-->BB-4362","BB-4256_BB-4362",NA
"BB-4362","BB-4258","F","Resident Female","F",0.5,0.119791666666667,"BB-4362-->BB-4258","BB-4258-->BB-4362","BB-4258_BB-4362",NA
"BB-4363","BB-0169","M","Other Male","F",0,0,"BB-4363-->BB-0169","BB-0169-->BB-4363","BB-0169_BB-4363",NA
"BB-4363","BB-4336","M","Other Male","F",0,0.0648148148148148,"BB-4363-->BB-4336","BB-4336-->BB-4363","BB-4336_BB-4363",NA
"BB-4363","BB-4351","M","Other Male","F",0,0,"BB-4363-->BB-4351","BB-4351-->BB-4363","BB-4351_BB-4363",NA
"BB-4365","B-41239","F","Immigrant Female","F",0.0528,0,"BB-4365-->B-41239","B-41239-->BB-4365","B-41239_BB-4365",0
"BB-4365","B-41240","F","Immigrant Female","F",0.1861,0,"BB-4365-->B-41240","B-41240-->BB-4365","B-41240_BB-4365",NA
"BB-4365","BB-4239","F","Immigrant Female","F",0.0978,0,"BB-4365-->BB-4239","BB-4239-->BB-4365","BB-4239_BB-4365",NA
"BB-4365","BB-4256","F","Immigrant Female","F",-0.0566,0,"BB-4365-->BB-4256","BB-4256-->BB-4365","BB-4256_BB-4365",0.0125
"BB-4365","BB-4258","F","Immigrant Female","F",0.1278,0,"BB-4365-->BB-4258","BB-4258-->BB-4365","BB-4258_BB-4365",0
"BB-4367","B-40917","M","Other Male","F",0,0,"BB-4367-->B-40917","B-40917-->BB-4367","B-40917_BB-4367",0.113888888888889
"BB-4367","B-40938","M","Other Male","F",0,0.00185185185185185,"BB-4367-->B-40938","B-40938-->BB-4367","B-40938_BB-4367",0
"BB-4367","B-41232","M","Other Male","F",0,0,"BB-4367-->B-41232","B-41232-->BB-4367","B-41232_BB-4367",0
"BB-4367","B-41301","M","Other Male","F",0.5,0.019973544973545,"BB-4367-->B-41301","B-41301-->BB-4367","B-41301_BB-4367",0.00555555555555555
"BB-4367","B-41314","M","Other Male","F",0,0,"BB-4367-->B-41314","B-41314-->BB-4367","B-41314_BB-4367",0.00694444444444444
"BB-4367","B-41350","M","Other Male","F",0,0.0569223985890653,"BB-4367-->B-41350","B-41350-->BB-4367","B-41350_BB-4367",0.00714285714285714
"BB-4367","B-41352","M","Other Male","F",0,0.0725252525252525,"BB-4367-->B-41352","B-41352-->BB-4367","B-41352_BB-4367",0
"BB-4367","BB-11928","M","Other Male","F",0,0,"BB-4367-->BB-11928","BB-11928-->BB-4367","BB-11928_BB-4367",0.00648148148148148
"BB-4367","BB-11929","M","Other Male","F",0,0,"BB-4367-->BB-11929","BB-11929-->BB-4367","BB-11929_BB-4367",0
"BB-4367","BB-11950","M","Other Male","F",0,0.005,"BB-4367-->BB-11950","BB-11950-->BB-4367","BB-11950_BB-4367",0
"BB-4367","BB-17209","M","Other Male","F",0,0,"BB-4367-->BB-17209","BB-17209-->BB-4367","BB-17209_BB-4367",NA
"BB-4367","BB-17257","M","Other Male","F",0,0,"BB-4367-->BB-17257","BB-17257-->BB-4367","BB-17257_BB-4367",0.04375
"BB-4367","BB-17393","M","Other Male","F",0,0,"BB-4367-->BB-17393","BB-17393-->BB-4367","BB-17393_BB-4367",NA
"BB-4367","BB-17394","M","Other Male","F",0,0.144193989071038,"BB-4367-->BB-17394","BB-17394-->BB-4367","BB-17394_BB-4367",NA
"BB-4367","BB-4202","M","Other Male","F",0,0,"BB-4367-->BB-4202","BB-4202-->BB-4367","BB-4202_BB-4367",NA
"BB-4367","BB-6628","M","Other Male","F",0,0.0190972222222222,"BB-4367-->BB-6628","BB-6628-->BB-4367","BB-4367_BB-6628",0.00217391304347826
"BB-4367","BB-6694","M","Other Male","F",0,0,"BB-4367-->BB-6694","BB-6694-->BB-4367","BB-4367_BB-6694",NA
"BB-4367","BB-6695","M","Other Male","F",0,0,"BB-4367-->BB-6695","BB-6695-->BB-4367","BB-4367_BB-6695",0
"BB-4367","BB-7610","M","Other Male","F",0,0,"BB-4367-->BB-7610","BB-7610-->BB-4367","BB-4367_BB-7610",NA
"BB-4367","BB-7620","M","Other Male","F",0,0.0358974358974359,"BB-4367-->BB-7620","BB-7620-->BB-4367","BB-4367_BB-7620",NA
"BB-4367","BB-9457","M","Other Male","F",0,0.00833333333333333,"BB-4367-->BB-9457","BB-9457-->BB-4367","BB-4367_BB-9457",0
"BB-4368","B-41239","M","Resident Male","F",0,0,"BB-4368-->B-41239","B-41239-->BB-4368","B-41239_BB-4368",NA
"BB-4368","B-41240","M","Resident Male","F",0,0.0291666666666667,"BB-4368-->B-41240","B-41240-->BB-4368","B-41240_BB-4368",NA
"BB-4368","B-41245","M","Resident Male","F",0,0,"BB-4368-->B-41245","B-41245-->BB-4368","B-41245_BB-4368",NA
"BB-4368","B-41249","M","Resident Male","F",0,0,"BB-4368-->B-41249","B-41249-->BB-4368","B-41249_BB-4368",NA
"BB-4368","B-41263","M","Resident Male","F",0,0,"BB-4368-->B-41263","B-41263-->BB-4368","B-41263_BB-4368",NA
"BB-4368","B-41268","M","Resident Male","F",0,0,"BB-4368-->B-41268","B-41268-->BB-4368","B-41268_BB-4368",NA
"BB-4368","B-41362","M","Resident Male","F",0,0,"BB-4368-->B-41362","B-41362-->BB-4368","B-41362_BB-4368",NA
"BB-4368","B-41374","M","Resident Male","F",0,0,"BB-4368-->B-41374","B-41374-->BB-4368","B-41374_BB-4368",NA
"BB-4368","BB-11926","M","Resident Male","F",0,0,"BB-4368-->BB-11926","BB-11926-->BB-4368","BB-11926_BB-4368",NA
"BB-4368","BB-11936","M","Resident Male","F",0,0,"BB-4368-->BB-11936","BB-11936-->BB-4368","BB-11936_BB-4368",NA
